time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type,region_code,region_name,old_la_code,new_la_code,la_name,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,302,E09000003,Barnet,A level,Level 3,3009,2957,2847,2776,2702,94.616,92.257,91.376
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,303,E09000004,Bexley,A level,Level 3,1198,1195,1169,1155,1157,97.579,96.411,96.82
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,304,E09000005,Brent,A level,Level 3,1213,1204,1163,1146,1094,95.878,94.477,90.864
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,305,E09000006,Bromley,A level,Level 3,2138,2132,2034,2021,2003,95.136,94.528,93.949
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000007,London,202,E09000007,Camden,A level,Level 3,2085,1990,1820,1798,1711,87.29,86.235,85.98
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000001,North East,805,E06000001,Hartlepool,A level,Level 3,107,107,93,93,93,86.916,86.916,86.916
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000001,North East,806,E06000002,Middlesbrough,A level,Level 3,415,407,331,329,307,79.759,79.277,75.43
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000001,North East,807,E06000003,Redcar and Cleveland,A level,Level 3,809,807,723,722,714,89.37,89.246,88.476
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000001,North East,808,E06000004,Stockton-on-Tees,A level,Level 3,393,391,373,368,337,94.911,93.639,86.189
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000001,North East,841,E06000005,Darlington,A level,Level 3,1091,1091,971,952,954,89.001,87.259,87.443
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000002,North West,876,E06000006,Halton,A level,Level 3,369,369,321,311,312,86.992,84.282,84.553
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000002,North West,877,E06000007,Warrington,A level,Level 3,855,751,805,796,579,94.152,93.099,77.097
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000002,North West,889,E06000008,Blackburn with Darwen,A level,Level 3,616,610,539,521,518,87.5,84.578,84.918
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000002,North West,890,E06000009,Blackpool,A level,Level 3,720,716,615,609,607,85.417,84.583,84.777
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",A level,Level 3,1147,1146,944,937,935,82.302,81.691,81.588
201920,Academic year,Local authority,E92000001,England,Final,All state-funded mainstream providers,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,A level,Level 3,875,874,836,821,801,95.543,93.829,91.648
